,file_list,spatial_coordinates,metadata
895,/flounder_6/00063.jpg,"[2,161,92,812,477]",{'1': '0'}
896,/flounder_6/00064.jpg,"[2,162,117,842,436]",{'1': '0'}
897,/flounder_6/00065.jpg,"[2,191,148,859,398]",{'1': '0'}
898,/flounder_6/00066.jpg,"[2,228,154,843,398]",{'1': '0'}
899,/flounder_6/00067.jpg,"[2,245,158,830,398]",{'1': '0'}
900,/flounder_6/00068.jpg,"[2,221,159,825,397]",{'1': '0'}
901,/flounder_6/00069.jpg,"[2,217,148,821,394]",{'1': '0'}
902,/flounder_6/00070.jpg,"[2,222,131,820,390]",{'1': '0'}
903,/flounder_6/00071.jpg,"[2,215,128,813,383]",{'1': '0'}
904,/flounder_6/00072.jpg,"[2,207,136,814,383]",{'1': '0'}
905,/flounder_6/00073.jpg,"[2,201,163,824,397]",{'1': '0'}
906,/flounder_6/00074.jpg,"[2,201,198,836,404]",{'1': '0'}
907,/flounder_6/00075.jpg,"[2,205,235,850,408]",{'1': '0'}
908,/flounder_6/00076.jpg,"[2,220,244,837,412]",{'1': '0'}
909,/flounder_6/00077.jpg,"[2,245,230,825,415]",{'1': '0'}
910,/flounder_6/00078.jpg,"[2,288,170,816,419]",{'1': '0'}
911,/flounder_6/00079.jpg,"[2,347,138,814,426]",{'1': '0'}
912,/flounder_6/00080.jpg,"[2,415,120,814,436]",{'1': '0'}
913,/flounder_6/00081.jpg,"[2,499,165,759,447]",{'1': '0'}
914,/flounder_6/00082.jpg,"[2,564,198,714,465]",{'1': '0'}
915,/flounder_6/00083.jpg,"[2,589,206,689,498]",{'1': '0'}
916,/flounder_6/00084.jpg,"[2,591,206,680,511]",{'1': '0'}
917,/flounder_6/00085.jpg,"[2,580,201,679,516]",{'1': '0'}
918,/flounder_6/00086.jpg,"[2,523,168,718,549]",{'1': '0'}
919,/flounder_6/00087.jpg,"[2,421,137,760,550]",{'1': '0'}
920,/flounder_6/00088.jpg,"[2,228,108,808,492]",{'1': '0'}
921,/flounder_6/00089.jpg,"[2,98,75,812,462]",{'1': '0'}
922,/flounder_6/00090.jpg,"[2,0,40,792,448]",{'1': '0'}
923,/flounder_6/00091.jpg,"[2,0,22,827,453]",{'1': '0'}
924,/flounder_6/00092.jpg,"[2,27,30,853,450]",{'1': '0'}
925,/flounder_6/00093.jpg,"[2,105,86,864,436]",{'1': '0'}
926,/flounder_6/00094.jpg,"[2,195,144,866,417]",{'1': '0'}
927,/flounder_6/00095.jpg,"[2,290,203,863,396]",{'1': '0'}
928,/flounder_6/00096.jpg,"[2,325,257,884,403]",{'1': '0'}
929,/flounder_6/00097.jpg,"[2,316,305,909,399]",{'1': '0'}
930,/flounder_6/00098.jpg,"[2,221,341,940,373]",{'1': '0'}
931,/flounder_6/00099.jpg,"[2,125,358,969,360]",{'1': '0'}
932,/flounder_7/00000.jpg,"[2,728,236,234,332]",{'1': '0'}
933,/flounder_7/00001.jpg,"[2,702,224,237,328]",{'1': '0'}
934,/flounder_7/00002.jpg,"[2,671,222,241,323]",{'1': '0'}
935,/flounder_7/00003.jpg,"[2,632,238,243,318]",{'1': '0'}
936,/flounder_7/00004.jpg,"[2,587,259,244,325]",{'1': '0'}
937,/flounder_7/00005.jpg,"[2,538,283,245,338]",{'1': '0'}
938,/flounder_7/00006.jpg,"[2,544,211,257,334]",{'1': '0'}
939,/flounder_7/00007.jpg,"[2,543,157,267,334]",{'1': '0'}
940,/flounder_7/00008.jpg,"[2,528,138,274,343]",{'1': '0'}
941,/flounder_7/00009.jpg,"[2,530,107,273,346]",{'1': '0'}
942,/flounder_7/00010.jpg,"[2,541,69,269,348]",{'1': '0'}
943,/flounder_7/00011.jpg,"[2,543,134,263,343]",{'1': '0'}
944,/flounder_7/00012.jpg,"[2,541,184,258,334]",{'1': '0'}
945,/flounder_7/00013.jpg,"[2,528,200,260,322]",{'1': '0'}
946,/flounder_7/00014.jpg,"[2,536,196,266,323]",{'1': '0'}
947,/flounder_7/00015.jpg,"[2,555,183,272,330]",{'1': '0'}
948,/flounder_7/00016.jpg,"[2,569,156,288,317]",{'1': '0'}
949,/flounder_7/00017.jpg,"[2,572,146,307,313]",{'1': '0'}
950,/flounder_7/00018.jpg,"[2,550,173,339,323]",{'1': '0'}
951,/flounder_7/00019.jpg,"[2,557,162,356,320]",{'1': '0'}
952,/flounder_7/00020.jpg,"[2,577,132,368,310]",{'1': '0'}
953,/flounder_7/00021.jpg,"[2,570,195,370,298]",{'1': '0'}
954,/flounder_7/00022.jpg,"[2,559,248,373,290]",{'1': '0'}
955,/flounder_7/00023.jpg,"[2,544,280,371,291]",{'1': '0'}
956,/flounder_7/00024.jpg,"[2,525,308,368,298]",{'1': '0'}
957,/flounder_7/00025.jpg,"[2,504,332,362,310]",{'1': '0'}
958,/flounder_7/00026.jpg,"[2,457,293,365,290]",{'1': '0'}
959,/flounder_7/00027.jpg,"[2,456,266,372,280]",{'1': '0'}
960,/flounder_7/00028.jpg,"[2,549,260,382,292]",{'1': '0'}
961,/flounder_7/00029.jpg,"[2,615,272,396,347]",{'1': '0'}
962,/flounder_7/00030.jpg,"[2,667,291,414,426]",{'1': '0'}
963,/flounder_7/00031.jpg,"[2,672,301,416,416]",{'1': '0'}
964,/flounder_7/00032.jpg,"[2,653,313,416,404]",{'1': '0'}
965,/flounder_7/00033.jpg,"[2,583,328,414,388]",{'1': '0'}
966,/flounder_7/00034.jpg,"[2,519,319,407,397]",{'1': '0'}
967,/flounder_7/00035.jpg,"[2,456,298,398,419]",{'1': '0'}
968,/flounder_7/00036.jpg,"[2,509,363,405,354]",{'1': '0'}
969,/flounder_7/00037.jpg,"[2,550,373,412,337]",{'1': '0'}
970,/flounder_7/00038.jpg,"[2,565,271,421,419]",{'1': '0'}
971,/flounder_7/00039.jpg,"[2,585,187,421,433]",{'1': '0'}
972,/flounder_7/00040.jpg,"[2,608,111,415,413]",{'1': '0'}
973,/flounder_7/00041.jpg,"[2,615,59,421,388]",{'1': '0'}
974,/flounder_7/00042.jpg,"[2,623,40,426,393]",{'1': '0'}
975,/flounder_7/00043.jpg,"[2,635,87,426,458]",{'1': '0'}
976,/flounder_7/00044.jpg,"[2,605,118,425,486]",{'1': '0'}
977,/flounder_7/00045.jpg,"[2,555,140,421,497]",{'1': '0'}
978,/flounder_7/00046.jpg,"[2,524,121,425,438]",{'1': '0'}
979,/flounder_7/00047.jpg,"[2,508,108,424,399]",{'1': '0'}
980,/flounder_7/00048.jpg,"[2,520,109,416,396]",{'1': '0'}
981,/flounder_7/00049.jpg,"[2,536,112,408,381]",{'1': '0'}
982,/flounder_7/00050.jpg,"[2,555,115,399,361]",{'1': '0'}
983,/flounder_7/00051.jpg,"[2,546,162,382,340]",{'1': '0'}
984,/flounder_7/00052.jpg,"[2,545,197,369,316]",{'1': '0'}
985,/flounder_7/00053.jpg,"[2,557,206,362,291]",{'1': '0'}
986,/flounder_7/00054.jpg,"[2,574,200,356,283]",{'1': '0'}
987,/flounder_7/00055.jpg,"[2,593,185,350,284]",{'1': '0'}
988,/flounder_7/00056.jpg,"[2,602,227,355,296]",{'1': '0'}
989,/flounder_7/00057.jpg,"[2,590,256,356,305]",{'1': '0'}
990,/flounder_7/00058.jpg,"[2,534,260,352,307]",{'1': '0'}
991,/flounder_7/00059.jpg,"[2,515,258,349,302]",{'1': '0'}
992,/flounder_7/00060.jpg,"[2,515,252,344,295]",{'1': '0'}
993,/flounder_7/00061.jpg,"[2,567,246,347,291]",{'1': '0'}
994,/flounder_7/00062.jpg,"[2,599,255,348,286]",{'1': '0'}
995,/flounder_7/00063.jpg,"[2,592,294,347,275]",{'1': '0'}
996,/flounder_7/00064.jpg,"[2,564,290,349,261]",{'1': '0'}
997,/flounder_7/00065.jpg,"[2,525,266,351,243]",{'1': '0'}
998,/flounder_7/00066.jpg,"[2,534,255,345,244]",{'1': '0'}
999,/flounder_7/00067.jpg,"[2,550,244,344,241]",{'1': '0'}
1000,/flounder_7/00068.jpg,"[2,584,233,350,228]",{'1': '0'}
1001,/flounder_7/00069.jpg,"[2,608,249,360,240]",{'1': '0'}
1002,/flounder_7/00070.jpg,"[2,628,280,371,262]",{'1': '0'}
1003,/flounder_7/00071.jpg,"[2,611,264,375,259]",{'1': '0'}
1004,/flounder_8/00000.jpg,"[2,484,275,201,179]",{'1': '0'}
1005,/flounder_8/00001.jpg,"[2,488,267,196,191]",{'1': '0'}
1006,/flounder_8/00002.jpg,"[2,490,260,192,198]",{'1': '0'}
1007,/flounder_8/00003.jpg,"[2,492,253,187,195]",{'1': '0'}
1008,/flounder_8/00004.jpg,"[2,496,245,187,187]",{'1': '0'}
1009,/flounder_8/00005.jpg,"[2,503,236,188,178]",{'1': '0'}
1010,/flounder_8/00006.jpg,"[2,501,231,192,193]",{'1': '0'}
1011,/flounder_8/00007.jpg,"[2,498,225,194,206]",{'1': '0'}
1012,/flounder_8/00008.jpg,"[2,492,220,193,210]",{'1': '0'}
1013,/flounder_8/00009.jpg,"[2,487,217,193,204]",{'1': '0'}
1014,/flounder_8/00010.jpg,"[2,482,216,193,192]",{'1': '0'}
1015,/flounder_8/00011.jpg,"[2,478,218,193,208]",{'1': '0'}
1016,/flounder_8/00012.jpg,"[2,477,221,192,217]",{'1': '0'}
1017,/flounder_8/00013.jpg,"[2,481,223,191,213]",{'1': '0'}
1018,/flounder_8/00014.jpg,"[2,485,222,192,202]",{'1': '0'}
1019,/flounder_8/00015.jpg,"[2,489,219,193,186]",{'1': '0'}
1020,/flounder_8/00016.jpg,"[2,494,216,190,198]",{'1': '0'}
1021,/flounder_8/00017.jpg,"[2,496,214,188,202]",{'1': '0'}
1022,/flounder_8/00018.jpg,"[2,493,215,187,189]",{'1': '0'}
1023,/flounder_8/00019.jpg,"[2,490,216,186,186]",{'1': '0'}
1024,/flounder_8/00020.jpg,"[2,486,217,186,187]",{'1': '0'}
1025,/flounder_8/00021.jpg,"[2,480,213,189,187]",{'1': '0'}
1026,/flounder_8/00022.jpg,"[2,473,214,192,184]",{'1': '0'}
1027,/flounder_8/00023.jpg,"[2,463,223,198,176]",{'1': '0'}
1028,/flounder_8/00024.jpg,"[2,461,221,197,181]",{'1': '0'}
1029,/flounder_8/00025.jpg,"[2,463,214,191,191]",{'1': '0'}
1030,/flounder_8/00026.jpg,"[2,457,217,196,184]",{'1': '0'}
1031,/flounder_8/00027.jpg,"[2,452,218,199,185]",{'1': '0'}
1032,/flounder_8/00028.jpg,"[2,451,217,199,200]",{'1': '0'}
1033,/flounder_8/00029.jpg,"[2,450,215,198,195]",{'1': '0'}
1034,/flounder_8/00030.jpg,"[2,449,214,199,178]",{'1': '0'}
1035,/flounder_8/00031.jpg,"[2,457,212,198,197]",{'1': '0'}
1036,/flounder_8/00032.jpg,"[2,462,209,199,211]",{'1': '0'}
1037,/flounder_8/00033.jpg,"[2,464,203,201,214]",{'1': '0'}
1038,/flounder_8/00034.jpg,"[2,468,202,201,220]",{'1': '0'}
1039,/flounder_8/00035.jpg,"[2,473,204,201,226]",{'1': '0'}
1040,/flounder_8/00036.jpg,"[2,475,215,198,221]",{'1': '0'}
1041,/flounder_8/00037.jpg,"[2,473,219,198,219]",{'1': '0'}
1042,/flounder_8/00038.jpg,"[2,465,211,199,223]",{'1': '0'}
1043,/flounder_8/00039.jpg,"[2,462,205,202,229]",{'1': '0'}
1044,/flounder_8/00040.jpg,"[2,462,201,204,237]",{'1': '0'}
1045,/flounder_8/00041.jpg,"[2,466,203,209,224]",{'1': '0'}
1046,/flounder_8/00042.jpg,"[2,472,203,213,224]",{'1': '0'}
1047,/flounder_8/00043.jpg,"[2,482,201,212,247]",{'1': '0'}
1048,/flounder_8/00044.jpg,"[2,492,191,211,256]",{'1': '0'}
1049,/flounder_8/00045.jpg,"[2,502,177,209,258]",{'1': '0'}
1050,/flounder_8/00046.jpg,"[2,511,169,213,281]",{'1': '0'}
1051,/flounder_8/00047.jpg,"[2,519,163,215,295]",{'1': '0'}
1052,/flounder_8/00048.jpg,"[2,525,160,214,295]",{'1': '0'}
1053,/flounder_8/00049.jpg,"[2,527,165,219,281]",{'1': '0'}
1054,/flounder_8/00050.jpg,"[2,527,173,227,261]",{'1': '0'}
1055,/flounder_8/00051.jpg,"[2,534,174,219,279]",{'1': '0'}
1056,/flounder_8/00052.jpg,"[2,537,174,216,290]",{'1': '0'}
1057,/flounder_8/00053.jpg,"[2,533,172,221,292]",{'1': '0'}
1058,/flounder_8/00054.jpg,"[2,529,175,224,297]",{'1': '0'}
1059,/flounder_8/00055.jpg,"[2,525,181,225,305]",{'1': '0'}
1060,/flounder_8/00056.jpg,"[2,519,180,228,297]",{'1': '0'}
1061,/flounder_8/00057.jpg,"[2,514,177,231,295]",{'1': '0'}
1062,/flounder_8/00058.jpg,"[2,510,169,236,303]",{'1': '0'}
1063,/flounder_8/00059.jpg,"[2,509,158,238,309]",{'1': '0'}
1064,/flounder_8/00060.jpg,"[2,509,147,240,313]",{'1': '0'}
1065,/flounder_8/00061.jpg,"[2,507,136,246,303]",{'1': '0'}
1066,/flounder_8/00062.jpg,"[2,505,118,251,310]",{'1': '0'}
1067,/flounder_8/00063.jpg,"[2,505,85,253,352]",{'1': '0'}
1068,/flounder_8/00064.jpg,"[2,502,68,257,363]",{'1': '0'}
1069,/flounder_8/00065.jpg,"[2,499,59,262,359]",{'1': '0'}
1070,/flounder_8/00066.jpg,"[2,499,42,261,387]",{'1': '0'}
1071,/flounder_8/00067.jpg,"[2,498,30,263,403]",{'1': '0'}
1072,/flounder_8/00068.jpg,"[2,497,27,266,399]",{'1': '0'}
1073,/flounder_8/00069.jpg,"[2,497,32,268,401]",{'1': '0'}
1074,/flounder_8/00070.jpg,"[2,497,40,269,408]",{'1': '0'}
1075,/flounder_8/00071.jpg,"[2,488,39,271,410]",{'1': '0'}
1076,/flounder_8/00072.jpg,"[2,482,39,273,415]",{'1': '0'}
1077,/flounder_8/00073.jpg,"[2,479,42,279,422]",{'1': '0'}
1078,/flounder_8/00074.jpg,"[2,478,30,287,436]",{'1': '0'}
1079,/flounder_8/00075.jpg,"[2,477,12,298,451]",{'1': '0'}
1080,/flounder_8/00076.jpg,"[2,482,5,301,459]",{'1': '0'}
1081,/flounder_8/00077.jpg,"[2,490,1,305,467]",{'1': '0'}
1082,/flounder_8/00078.jpg,"[2,506,2,305,477]",{'1': '0'}
1083,/flounder_8/00079.jpg,"[2,514,2,313,474]",{'1': '0'}
1084,/flounder_8/00080.jpg,"[2,518,2,326,464]",{'1': '0'}
1085,/flounder_8/00081.jpg,"[2,537,5,327,456]",{'1': '0'}
1086,/flounder_8/00082.jpg,"[2,557,6,331,451]",{'1': '0'}
1087,/flounder_8/00083.jpg,"[2,579,4,338,448]",{'1': '0'}
1088,/flounder_8/00084.jpg,"[2,599,38,345,396]",{'1': '0'}
1089,/flounder_8/00085.jpg,"[2,619,91,351,318]",{'1': '0'}
1090,/flounder_8/00086.jpg,"[2,644,89,353,327]",{'1': '0'}
1091,/flounder_8/00087.jpg,"[2,673,90,356,328]",{'1': '0'}
1092,/flounder_8/00088.jpg,"[2,708,94,362,315]",{'1': '0'}
1093,/flounder_8/00089.jpg,"[2,760,80,368,311]",{'1': '0'}
1094,/flounder_8/00090.jpg,"[2,821,55,373,312]",{'1': '0'}
1095,/flounder_8/00091.jpg,"[2,880,59,362,297]",{'1': '0'}
1096,/flounder_8/00092.jpg,"[2,948,64,327,282]",{'1': '0'}
1097,/flounder_8/00093.jpg,"[2,1032,72,245,267]",{'1': '0'}
1098,/flounder_9/00000.jpg,"[2,339,50,358,194]",{'1': '0'}
1099,/flounder_9/00001.jpg,"[2,371,43,360,202]",{'1': '0'}
1100,/flounder_9/00002.jpg,"[2,391,38,365,210]",{'1': '0'}
1101,/flounder_9/00003.jpg,"[2,384,36,381,222]",{'1': '0'}
1102,/flounder_9/00004.jpg,"[2,380,21,387,248]",{'1': '0'}
1103,/flounder_9/00005.jpg,"[2,376,0,390,279]",{'1': '0'}
1104,/flounder_9/00006.jpg,"[2,379,0,395,293]",{'1': '0'}
1105,/flounder_9/00007.jpg,"[2,375,0,407,309]",{'1': '0'}
1106,/flounder_9/00008.jpg,"[2,357,0,432,331]",{'1': '0'}
1107,/flounder_9/00009.jpg,"[2,300,0,498,356]",{'1': '0'}
1108,/flounder_9/00010.jpg,"[2,224,1,583,381]",{'1': '0'}
1109,/flounder_9/00011.jpg,"[2,156,17,652,387]",{'1': '0'}
1110,/flounder_9/00012.jpg,"[2,88,46,723,378]",{'1': '0'}
1111,/flounder_9/00013.jpg,"[2,23,100,795,338]",{'1': '0'}
1112,/flounder_9/00014.jpg,"[2,1,131,831,332]",{'1': '0'}
1113,/flounder_9/00015.jpg,"[2,0,149,850,343]",{'1': '0'}
1114,/flounder_9/00016.jpg,"[2,0,168,909,347]",{'1': '0'}
1115,/flounder_9/00017.jpg,"[2,0,181,959,355]",{'1': '0'}
1116,/flounder_9/00018.jpg,"[2,0,181,991,374]",{'1': '0'}
1117,/flounder_9/00019.jpg,"[2,0,183,1002,403]",{'1': '0'}
1118,/flounder_9/00020.jpg,"[2,0,186,1002,438]",{'1': '0'}
1119,/flounder_9/00021.jpg,"[2,0,178,1008,470]",{'1': '0'}
1120,/flounder_9/00022.jpg,"[2,0,167,1025,506]",{'1': '0'}
1121,/flounder_9/00023.jpg,"[2,0,150,1062,549]",{'1': '0'}
1122,/flounder_9/00024.jpg,"[2,0,152,1099,559]",{'1': '0'}
1123,/flounder_9/00025.jpg,"[2,0,165,1138,551]",{'1': '0'}
1124,/flounder_9/00026.jpg,"[2,0,197,1132,519]",{'1': '0'}
1125,/flounder_9/00027.jpg,"[2,1,217,1112,499]",{'1': '0'}
1126,/flounder_9/00028.jpg,"[2,2,210,1065,507]",{'1': '0'}
1127,/flounder_9/00029.jpg,"[2,2,182,1030,535]",{'1': '0'}
1128,/flounder_9/00030.jpg,"[2,1,144,1000,572]",{'1': '0'}
1129,/flounder_9/00031.jpg,"[2,1,144,1010,571]",{'1': '0'}
1130,/flounder_9/00032.jpg,"[2,1,151,1019,564]",{'1': '0'}
1131,/flounder_9/00033.jpg,"[2,1,172,1028,543]",{'1': '0'}
1132,/flounder_9/00034.jpg,"[2,1,178,1020,537]",{'1': '0'}
1133,/flounder_9/00035.jpg,"[2,1,175,1003,540]",{'1': '0'}
1134,/flounder_9/00036.jpg,"[2,1,160,1003,556]",{'1': '0'}
1135,/flounder_9/00037.jpg,"[2,0,138,1007,580]",{'1': '0'}
1136,/flounder_9/00038.jpg,"[2,0,104,1013,614]",{'1': '0'}
1137,/flounder_9/00039.jpg,"[2,176,58,848,628]",{'1': '0'}
1138,/goat_1/00000.jpg,"[2,662,66,452,399]",{'1': '0'}
1139,/goat_1/00001.jpg,"[2,668,74,442,469]",{'1': '0'}
1140,/goat_1/00002.jpg,"[2,677,84,433,512]",{'1': '0'}
1141,/goat_1/00003.jpg,"[2,690,96,428,503]",{'1': '0'}
1142,/goat_1/00004.jpg,"[2,698,104,404,484]",{'1': '0'}
1143,/goat_1/00005.jpg,"[2,704,111,371,460]",{'1': '0'}
1144,/goat_1/00006.jpg,"[2,691,123,373,438]",{'1': '0'}
1145,/goat_1/00007.jpg,"[2,683,138,360,443]",{'1': '0'}
1146,/goat_1/00008.jpg,"[2,683,157,321,502]",{'1': '0'}
1147,/goat_1/00009.jpg,"[2,681,194,313,465]",{'1': '0'}
1148,/goat_1/00010.jpg,"[2,679,240,321,381]",{'1': '0'}
1149,/goat_1/00011.jpg,"[2,645,238,373,336]",{'1': '0'}
1150,/goat_1/00012.jpg,"[2,617,215,412,299]",{'1': '0'}
1151,/goat_1/00013.jpg,"[2,603,153,422,274]",{'1': '0'}
1152,/goat_1/00014.jpg,"[2,581,99,441,253]",{'1': '0'}
1153,/goat_1/00015.jpg,"[2,556,49,463,234]",{'1': '0'}
1154,/goat_1/00016.jpg,"[2,514,24,458,263]",{'1': '0'}
1155,/goat_1/00017.jpg,"[2,486,15,432,273]",{'1': '0'}
1156,/goat_1/00018.jpg,"[2,486,35,364,247]",{'1': '0'}
1157,/goat_1/00019.jpg,"[2,491,50,322,236]",{'1': '0'}
1158,/goat_1/00020.jpg,"[2,500,61,293,233]",{'1': '0'}
1159,/goat_1/00021.jpg,"[2,519,54,271,241]",{'1': '0'}
1160,/goat_1/00022.jpg,"[2,541,51,252,250]",{'1': '0'}
1161,/goat_1/00023.jpg,"[2,567,56,241,261]",{'1': '0'}
1162,/goat_1/00024.jpg,"[2,585,66,237,259]",{'1': '0'}
1163,/goat_1/00025.jpg,"[2,598,78,239,250]",{'1': '0'}
1164,/goat_1/00026.jpg,"[2,609,95,229,226]",{'1': '0'}
1165,/goat_1/00027.jpg,"[2,619,111,220,206]",{'1': '0'}
1166,/goat_1/00028.jpg,"[2,626,126,217,197]",{'1': '0'}
1167,/goat_1/00029.jpg,"[2,633,144,213,186]",{'1': '0'}
1168,/goat_1/00030.jpg,"[2,641,164,209,173]",{'1': '0'}
1169,/goat_1/00031.jpg,"[2,644,170,208,169]",{'1': '0'}
1170,/goat_1/00032.jpg,"[2,646,176,209,165]",{'1': '0'}
1171,/goat_1/00033.jpg,"[2,646,180,215,163]",{'1': '0'}
1172,/goat_1/00034.jpg,"[2,648,184,215,159]",{'1': '0'}
1173,/goat_1/00035.jpg,"[2,650,188,215,153]",{'1': '0'}
1174,/goat_1/00036.jpg,"[2,661,192,198,150]",{'1': '0'}
1175,/goat_1/00037.jpg,"[2,668,195,186,148]",{'1': '0'}
1176,/goat_1/00038.jpg,"[2,671,200,181,143]",{'1': '0'}
1177,/goat_1/00039.jpg,"[2,672,203,182,144]",{'1': '0'}
1178,/goat_1/00040.jpg,"[2,673,207,186,144]",{'1': '0'}
1179,/goat_1/00041.jpg,"[2,679,207,185,144]",{'1': '0'}
1180,/goat_1/00042.jpg,"[2,684,210,185,141]",{'1': '0'}
1181,/goat_1/00043.jpg,"[2,687,217,184,136]",{'1': '0'}
1182,/goat_1/00044.jpg,"[2,691,218,182,137]",{'1': '0'}
1183,/goat_1/00045.jpg,"[2,696,216,179,140]",{'1': '0'}
1184,/goat_1/00046.jpg,"[2,701,220,179,138]",{'1': '0'}
1185,/goat_1/00047.jpg,"[2,705,225,179,135]",{'1': '0'}
1186,/goat_1/00048.jpg,"[2,706,233,181,128]",{'1': '0'}
1187,/goat_1/00049.jpg,"[2,710,239,182,125]",{'1': '0'}
1188,/goat_1/00050.jpg,"[2,714,243,183,123]",{'1': '0'}
1189,/goat_1/00051.jpg,"[2,717,247,180,118]",{'1': '0'}
1190,/goat_1/00052.jpg,"[2,721,249,176,120]",{'1': '0'}
1191,/goat_1/00053.jpg,"[2,725,250,169,135]",{'1': '0'}
1192,/goat_1/00054.jpg,"[2,730,250,163,145]",{'1': '0'}
1193,/goat_1/00055.jpg,"[2,735,249,157,152]",{'1': '0'}
1194,/goat_1/00056.jpg,"[2,736,250,162,153]",{'1': '0'}
1195,/goat_1/00057.jpg,"[2,736,255,166,149]",{'1': '0'}
1196,/goat_1/00058.jpg,"[2,734,268,168,136]",{'1': '0'}
1197,/goat_1/00059.jpg,"[2,732,276,172,133]",{'1': '0'}
1198,/goat_1/00060.jpg,"[2,731,280,176,137]",{'1': '0'}
1199,/goat_1/00061.jpg,"[2,729,283,167,141]",{'1': '0'}
1200,/goat_1/00062.jpg,"[2,729,288,157,140]",{'1': '0'}
1201,/goat_1/00063.jpg,"[2,731,297,144,130]",{'1': '0'}
1202,/goat_1/00064.jpg,"[2,728,310,145,137]",{'1': '0'}
1203,/goat_1/00065.jpg,"[2,722,325,153,153]",{'1': '0'}
1204,/goat_1/00066.jpg,"[2,725,338,132,163]",{'1': '0'}
1205,/goat_1/00067.jpg,"[2,726,349,118,171]",{'1': '0'}
1206,/goat_1/00068.jpg,"[2,724,360,116,168]",{'1': '0'}
1207,/goat_1/00069.jpg,"[2,716,375,119,150]",{'1': '0'}
1208,/goat_1/00070.jpg,"[2,704,393,126,124]",{'1': '0'}
1209,/goat_1/00071.jpg,"[2,689,384,126,125]",{'1': '0'}
1210,/hedgehog_1/00000.jpg,"[2,525,195,157,223]",{'1': '0'}
1211,/hedgehog_1/00001.jpg,"[2,517,193,173,227]",{'1': '0'}
1212,/hedgehog_1/00002.jpg,"[2,517,191,177,229]",{'1': '0'}
1213,/hedgehog_1/00003.jpg,"[2,533,185,159,231]",{'1': '0'}
1214,/hedgehog_1/00004.jpg,"[2,537,179,151,237]",{'1': '0'}
1215,/hedgehog_1/00005.jpg,"[2,537,175,145,241]",{'1': '0'}
1216,/hedgehog_1/00006.jpg,"[2,533,173,149,237]",{'1': '0'}
1217,/hedgehog_1/00007.jpg,"[2,527,173,155,229]",{'1': '0'}
1218,/hedgehog_1/00008.jpg,"[2,525,175,157,225]",{'1': '0'}
1219,/hedgehog_1/00009.jpg,"[2,523,177,155,195]",{'1': '0'}
1220,/hedgehog_1/00010.jpg,"[2,523,177,149,155]",{'1': '0'}
1221,/hedgehog_1/00011.jpg,"[2,515,171,153,161]",{'1': '0'}
1222,/hedgehog_1/00012.jpg,"[2,507,169,155,165]",{'1': '0'}
1223,/hedgehog_1/00013.jpg,"[2,501,171,157,167]",{'1': '0'}
1224,/hedgehog_1/00014.jpg,"[2,503,171,151,163]",{'1': '0'}
1225,/hedgehog_1/00015.jpg,"[2,507,171,147,159]",{'1': '0'}
1226,/hedgehog_2/00000.jpg,"[2,343,119,663,475]",{'1': '0'}
1227,/hedgehog_2/00001.jpg,"[2,349,115,637,449]",{'1': '0'}
1228,/hedgehog_2/00002.jpg,"[2,357,111,617,439]",{'1': '0'}
1229,/hedgehog_2/00003.jpg,"[2,375,109,595,459]",{'1': '0'}
1230,/hedgehog_2/00004.jpg,"[2,351,117,583,457]",{'1': '0'}
1231,/hedgehog_2/00005.jpg,"[2,307,133,575,441]",{'1': '0'}
1232,/hedgehog_2/00006.jpg,"[2,269,131,589,431]",{'1': '0'}
1233,/hedgehog_2/00007.jpg,"[2,245,131,599,427]",{'1': '0'}
1234,/hedgehog_2/00008.jpg,"[2,249,131,597,433]",{'1': '0'}
1235,/hedgehog_2/00009.jpg,"[2,263,119,569,451]",{'1': '0'}
1236,/hedgehog_2/00010.jpg,"[2,281,101,529,475]",{'1': '0'}
1237,/hedgehog_2/00011.jpg,"[2,267,91,531,495]",{'1': '0'}
1238,/hedgehog_2/00012.jpg,"[2,261,79,525,517]",{'1': '0'}
1239,/hedgehog_2/00013.jpg,"[2,271,65,509,541]",{'1': '0'}
1240,/hedgehog_2/00014.jpg,"[2,297,65,483,497]",{'1': '0'}
1241,/hedgehog_2/00015.jpg,"[2,327,71,457,419]",{'1': '0'}
1242,/hedgehog_3/00000.jpg,"[2,219,411,127,95]",{'1': '0'}
1243,/hedgehog_3/00001.jpg,"[2,213,421,129,83]",{'1': '0'}
1244,/hedgehog_3/00002.jpg,"[2,211,423,131,77]",{'1': '0'}
1245,/hedgehog_3/00003.jpg,"[2,215,411,131,79]",{'1': '0'}
1246,/hedgehog_3/00004.jpg,"[2,213,391,137,97]",{'1': '0'}
1247,/hedgehog_3/00005.jpg,"[2,207,367,145,121]",{'1': '0'}
1248,/hedgehog_3/00006.jpg,"[2,165,375,163,113]",{'1': '0'}
1249,/hedgehog_3/00007.jpg,"[2,135,383,175,109]",{'1': '0'}
1250,/hedgehog_3/00008.jpg,"[2,131,387,175,117]",{'1': '0'}
1251,/hedgehog_3/00009.jpg,"[2,123,383,187,123]",{'1': '0'}
1252,/hedgehog_3/00010.jpg,"[2,115,373,203,133]",{'1': '0'}
1253,/hedgehog_3/00011.jpg,"[2,123,369,197,149]",{'1': '0'}
1254,/hedgehog_3/00012.jpg,"[2,127,371,195,157]",{'1': '0'}
